Date,Close
2003/1/2,99.79
2003/1/3,99.88
2003/1/6,99.93
2003/1/7,99.97
2003/1/8,99.95
2003/1/9,99.99
2003/1/10,100.15
2003/1/13,100.21
2003/1/14,100.18
2003/1/15,100.21
2003/1/16,100.3
2003/1/17,100.3
2003/1/20,100.36
2003/1/21,100.4
2003/1/22,100.4
2003/1/23,100.43
2003/1/24,100.5
2003/1/27,100.52
2003/1/28,100.51
2003/1/29,100.62
2003/2/10,100.64
2003/2/11,100.64
2003/2/12,100.67
2003/2/13,100.65
2003/2/14,100.68
2003/2/17,100.66
2003/2/18,100.65
2003/2/19,100.6
2003/2/20,100.58
2003/2/21,100.64
2003/2/24,100.67
2003/2/25,100.68
2003/2/26,100.67
2003/2/27,100.7
2003/2/28,100.74
2003/3/3,100.74
2003/3/4,100.76
2003/3/5,100.79
2003/3/6,100.8
2003/3/7,100.84
2003/3/10,100.88
2003/3/11,100.86
2003/3/12,100.9
2003/3/13,100.91
2003/3/14,100.93
2003/3/17,100.96
2003/3/18,100.96
2003/3/19,100.99
2003/3/20,101.02
2003/3/21,101.06
2003/3/24,101.08
2003/3/25,101.04
2003/3/26,101.08
2003/3/27,101.1
2003/3/28,101.14
2003/3/31,101.1
2003/4/1,101.07
2003/4/2,101.03
2003/4/3,101.03
2003/4/4,101.07
2003/4/7,101.04
2003/4/8,101.07
2003/4/9,101.05
2003/4/10,101.05
2003/4/11,101.08
2003/4/14,101.08
2003/4/15,101.11
2003/4/16,101.16
2003/4/17,101.13
2003/4/18,101.1
2003/4/21,101.11
2003/4/22,101.13
2003/4/23,101.17
2003/4/24,101.16
2003/4/25,101.15
2003/4/28,101.17
2003/4/29,101.19
2003/4/30,101.27
2003/5/12,101.32
2003/5/13,101.35
2003/5/14,101.46
2003/5/15,101.51
2003/5/16,101.55
2003/5/19,101.63
2003/5/20,101.65
2003/5/21,101.64
2003/5/22,101.6
2003/5/23,101.65
2003/5/26,101.68
2003/5/27,101.7
2003/5/28,101.71
2003/5/29,101.71
2003/5/30,101.72
2003/6/2,101.75
2003/6/3,101.72
2003/6/4,101.7
2003/6/5,101.7
2003/6/6,101.73
2003/6/9,101.65
2003/6/10,101.71
2003/6/11,101.75
2003/6/12,101.77
2003/6/13,101.77
2003/6/16,101.69
2003/6/17,101.65
2003/6/18,101.7
2003/6/19,101.64
2003/6/20,101.65
2003/6/23,101.61
2003/6/24,101.59
2003/6/25,101.49
2003/6/26,101.38
2003/6/27,101.41
2003/6/30,101.53
2003/7/1,101.64
2003/7/2,101.64
2003/7/3,101.64
2003/7/4,101.72
2003/7/7,101.71
2003/7/8,101.76
2003/7/9,101.74
2003/7/10,101.73
2003/7/11,101.77
2003/7/14,101.76
2003/7/15,101.77
2003/7/16,101.8
2003/7/17,101.82
2003/7/18,101.78
2003/7/21,101.76
2003/7/22,101.77
2003/7/23,101.79
2003/7/24,101.8
2003/7/25,101.81
2003/7/28,101.8
